rank,title,studio,gross,year
567,Lee Daniels' The Butler,Wein.,116632095.0,2013
568,Green Lantern,WB,116601172.0,2011
569,Notting Hill,Uni.,116089678.0,1999
570,The Towering Inferno,Fox,116000000.0,1974
571,You've Got Mail,WB,115821495.0,1998
572,Ghost Rider,Sony,115802596.0,2007
573,Creed II,MGM,115715889.0,2018
574,Remember the Titans,BV,115654751.0,2000
575,District 9,TriS,115646235.0,2009
576,Unbroken,Uni.,115637895.0,2014
577,Peter Rabbit,Sony,115253424.0,2018
578,Big,Fox,115227281.0,1988
579,Girls Trip,Uni.,115171585.0,2017
580,The Karate Kid Part II,Col.,115103979.0,1986
581,American Graffiti,Uni.,115000000.0,1973
582,Fifty Shades Darker,Uni.,114581250.0,2017
583,DodgeBall: A True Underdog Story,Fox,114326736.0,2004
584,The Village,BV,114197520.0,2004
585,Bolt,BV,114053579.0,2008
586,Wild Wild West,WB,113804681.0,1999
587,Night at the Museum: Secret of the Tomb,Fox,113746621.0,2014
588,Magic Mike,WB,113721571.0,2012
589,The Addams Family,Par.,113502426.0,1991
590,The Patriot,Sony,113330342.0,2000
591,Bad Moms,STX,113257297.0,2016
592,The Bourne Legacy,Uni.,113203870.0,2012
593,The Pacifier,BV,113086868.0,2005
594,Dr. Dolittle 2,Fox,112952899.0,2001
595,The Rocky Horror Picture Show,Fox,112892319.0,1975
596,It's Complicated,Uni.,112735375.0,2009
597,Spy Kids,Mira.,112719001.0,2001
598,Ghostbusters II,Col.,112494738.0,1989
599,Face/Off,Par.,112276146.0,1997
600,The Hangover Part III,WB,112200072.0,2013
601,Twins,Uni.,111938388.0,1988
602,Spy Kids 3D: Game Over,Dim.,111761982.0,2003
603,Doctor Zhivago,MGM,111721910.0,1965
604,Enemy of the State,BV,111549836.0,1998
605,The Little Mermaid,BV,111543479.0,1989
606,Mr. Peabody & Sherman,Fox,111506430.0,2014
607,Porky's,Fox,111289673.0,1982
608,The Last Samurai,WB,111127263.0,2003
609,Glass,Uni.,111035005.0,2019
610,Spy,Fox,110825712.0,2015
611,Tropic Thunder,P/DW,110515313.0,2008
612,Valentine's Day,WB (NL),110485654.0,2010
613,The Grudge,Sony,110359362.0,2004
614,Fun with Dick and Jane,Sony,110332737.0,2005
615,Freaky Friday,BV,110230332.0,2003
616,Trainwreck,Uni.,110212700.0,2015
617,Bedtime Stories,BV,110101975.0,2008
618,Scary Movie 3,Dim.,110003217.0,2003
619,Creed,WB (NL),109767581.0,2015
620,Star Trek IV: The Voyage Home,Par.,109713132.0,1986
621,The 40-Year-Old Virgin,Uni.,109449237.0,2005
622,Crocodile Dundee II,Par.,109306210.0,1988
623,Couples Retreat,Uni.,109204945.0,2009
624,One Flew Over the Cuckoo's Nest,UA,108981275.0,1975
625,A Time to Kill,WB,108766007.0,1996
626,Black Hawk Down,SonR,108638745.0,2001
627,Terms of Endearment,Par.,108423489.0,1983
628,Ace Ventura: When Nature Calls,WB,108385533.0,1995
629,The Princess Diaries,BV,108248956.0,2001
630,Superman II,WB,108185706.0,1981
631,The Upside,STX,108177700.0,2019
632,Hop,Uni.,108085305.0,2011
633,Pulp Fiction,Mira.,107928762.0,1994
634,Paranormal Activity,Par.,107918810.0,2009
635,Baby Driver,TriS,107825862.0,2017
636,A League of Their Own,Sony,107533928.0,1992
637,Epic,Fox,107518682.0,2013
638,Watchmen,WB,107509799.0,2009
639,The Angry Birds Movie,Sony,107509366.0,2016
640,Batman and Robin,WB,107325195.0,1997
641,Captain Phillips,Sony,107100855.0,2013
642,Black Swan,FoxS,106954678.0,2010
643,Analyze This,WB,106885658.0,1999
644,Chicken Run,DW,106834564.0,2000
645,Miss Congeniality,WB,106807667.0,2000
646,Indecent Proposal,Par.,106614059.0,1993
647,Driving Miss Daisy,WB,106593296.0,1989
648,300: Rise of An Empire,WB,106580051.0,2014
649,GoldenEye,MGM,106429941.0,1995
650,Love Story,Par.,106397186.0,1970
651,Kramer Vs. Kramer,Col.,106260000.0,1979
652,The Italian Job,Par.,106128601.0,2003
653,How to Lose a Guy in 10 Days,Par.,105813373.0,2003
654,The LEGO Movie 2: The Second Part,WB,105629326.0,2019
655,The First Wives Club,Par.,105489203.0,1996
656,Robin Hood,Uni.,105269730.0,2010
657,Interview with the Vampire,WB,105264608.0,1994
658,George of the Jungle,BV,105263257.0,1997
659,The Graduate,AVCO,104945305.0,1967
660,Pitch Perfect 3,Uni.,104897530.0,2017
661,Dumbo (2019),BV,104683558.0,2019
662,Phenomenon,BV,104636382.0,1996
663,American Wedding,Uni.,104565114.0,2003
664,Road to Perdition,DW,104454762.0,2002
665,The Princess and the Frog,BV,104400899.0,2009
666,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104386950.0,2010
667,Daddy Day Care,SonR,104297061.0,2003
668,Daddy's Home 2,Par.,104029443.0,2017
669,Paranormal Activity 3,Par.,104028807.0,2011
670,Journey 2: The Mysterious Island,WB (NL),103860290.0,2012
671,The Mule,WB,103804407.0,2018
672,Dick Tracy,BV,103738726.0,1990
673,Rise of the Guardians,P/DW,103412758.0,2012
674,Dreamgirls,P/DW,103365956.0,2006
675,9 to 5,Fox,103290500.0,1980
676,Independence Day: Resurgence,Fox,103144286.0,2016
677,The Expendables,LGF,103068524.0,2010
678,Scream,Dim.,103046663.0,1996
679,Just Go With It,Sony,103028109.0,2011
680,Murder on the Orient Express (2017),Fox,102826543.0,2017
681,The General's Daughter,Par.,102705852.0,1999
682,The Aviator,Mira.,102610330.0,2004
683,American Pie,Uni.,102561004.0,1999
684,Daredevil,Fox,102543518.0,2003
685,The Girl with the Dragon Tattoo (2011),Sony,102515793.0,2011
686,The Mummy: Tomb of the Dragon Emperor,Uni.,102491776.0,2008
687,The Conjuring 2,WB (NL),102470008.0,2016
688,The Maze Runner,Fox,102427862.0,2014
689,In the Line of Fire,Col.,102314823.0,1993
690,Butch Cassidy and the Sundance Kid,Fox,102308889.0,1969
691,Mary Poppins,Dis.,102272727.0,1964
692,Bambi,RKO,102247150.0,1942
693,Annabelle: Creation,WB (NL),102092201.0,2017
694,The Equalizer 2,Sony,102084362.0,2018
695,Jackass Presents: Bad Grandpa,Par.,102003019.0,2013
696,Pacific Rim,WB,101802906.0,2013
697,Journey to the Center of the Earth,WB (NL),101704370.0,2008
698,Gone in 60 Seconds,BV,101648571.0,2000
699,Maverick,WB,101631272.0,1994
700,Sleeping with the Enemy,Fox,101599005.0,1991
701,The Equalizer,Sony,101530738.0,2014
702,This is the End,Sony,101470202.0,2013
703,Eagle Eye,P/DW,101440743.0,2008
704,The Prince of Egypt,DW,101413188.0,1998
705,Scream 2,Dim.,101363301.0,1997
706,Stir Crazy,Col.,101300000.0,1980
707,Eraser,WB,101295562.0,1996
708,Noah,Par.,101200044.0,2014
709,Unforgiven,WB,101157447.0,1992
710,The Cat in the Hat,Uni.,101149285.0,2003
711,Con Air,BV,101117573.0,1997
712,Sleepy Hollow,Par.,101071502.0,1999
713,Rampage (2018),WB (NL),101028233.0,2018
714,Collateral,DW,101005703.0,2004
715,Contact,WB,100920329.0,1997
716,Charlie's Angels: Full Throttle,Sony,100830111.0,2003
717,The Pelican Brief,WB,100768056.0,1993
718,Vanilla Sky,Par.,100618344.0,2001
719,Arrival,Par.,100546139.0,2016
720,Due Date,WB,100539043.0,2010
721,The Rugrats Movie,Par.,100494675.0,1998
722,Million Dollar Baby,WB,100492203.0,2004
723,Airport,Uni.,100489151.0,1970
724,A Wrinkle in Time,BV,100478608.0,2018
725,Jumanji,Sony,100475249.0,1995
726,Step Brothers,Sony,100468793.0,2008
727,Evan Almighty,Uni.,100462298.0,2007
728,Fifty Shades Freed,Uni.,100407760.0,2018
729,Casper,Uni.,100328194.0,1995
730,Shakespeare in Love,Mira.,100317794.0,1998
731,Bad Teacher,Sony,100292856.0,2011
732,Yogi Bear,WB,100246011.0,2010
733,Cowboys & Aliens,Uni.,100240551.0,2011
734,Kingsman: The Golden Circle,Fox,100234838.0,2017
735,Edge of Tomorrow,WB,100206256.0,2014
736,The Hunchback of Notre Dame,BV,100138851.0,1996
737,Seven,NL,100125643.0,1995
738,Parenthood,Uni.,100047830.0,1989
739,You Don't Mess with the Zohan,Sony,100018837.0,2008
740,Passengers (2016),Sony,100014699.0,2016
741,Die Hard: With A Vengeance,Fox,100012499.0,1995
742,Gnomeo and Juliet,BV,99967670.0,2011
743,Disney's Christopher Robin,BV,99215042.0,2018
744,Hercules,BV,99112101.0,1997
745,Olympus Has Fallen,FD,98925640.0,2013
746,The Green Hornet,Sony,98780042.0,2011
747,Date Night,Fox,98711404.0,2010
748,The Color Purple,WB,98467863.0,1985
749,Meet the Robinsons,BV,97822171.0,2007
750,Yes Man,WB,97690976.0,2008
751,Sausage Party,Sony,97685686.0,2016
752,Inspector Gadget,BV,97403112.0,1999
753,Public Enemies,Uni.,97104620.0,2009
754,The Social Network,Sony,96962694.0,2010
755,Schindler's List,Uni.,96898818.0,1993
756,The Others,Mira.,96522687.0,2001
757,Legally Blonde,MGM,96520674.0,2001
758,Panic Room,Sony,96397334.0,2002
759,Dead Poets Society,BV,95860116.0,1989
760,Zero Dark Thirty,Sony,95720716.0,2012
761,Norbit,P/DW,95673607.0,2007
762,Cold Mountain,Mira.,95636509.0,2003
763,Arthur,WB,95461682.0,1981
764,Sex and the City 2,WB (NL),95347692.0,2010
765,Michael,NL,95318203.0,1996
766,The Princess Diaries 2: Royal Engagement,BV,95170481.0,2004
767,42,WB,95020213.0,2013
768,Unbreakable,BV,95011339.0,2000
769,The Book of Eli,WB,94835059.0,2010
770,"10,000 B.C.",WB,94784201.0,2008
771,Beverly Hills Chihuahua,BV,94514402.0,2008
772,Saturday Night Fever,Par.,94213184.0,1977
773,Julie & Julia,Sony,94125426.0,2009
774,The Mask of Zorro,Sony,94095523.0,1998
775,Maid in Manhattan,SonR,94011225.0,2002
776,He's Just Not That Into You,WB (NL),93953653.0,2009
777,Master and Commander: The Far Side of the World,Fox,93927920.0,2003
778,Flight,Par.,93772375.0,2012
779,The Fighter,Par.,93617009.0,2010
780,America's Sweethearts,SonR,93607673.0,2001
781,Lady and the Tramp,Dis.,93602326.0,1955
782,The Bucket List,WB,93466502.0,2007
783,Tomorrowland,BV,93436322.0,2015
784,The Magnificent Seven (2016),Sony,93432655.0,2016
785,Cats & Dogs,WB,93385515.0,2001
786,Space Station 3-D (IMAX),Imax,93370510.0,2002
787,Two Weeks Notice,WB,93354851.0,2002
788,Red Dragon,Uni.,93149898.0,2002
789,Cinderella (1950),Dis.,93141149.0,1950
790,Elysium,TriS,93050117.0,2013
791,Flubber,BV,92977226.0,1997
792,Flashdance,Par.,92921203.0,1983
793,When Harry Met Sally...,Col.,92823546.0,1989
794,The Town,WB,92186262.0,2010
795,Non-Stop,Uni.,92168600.0,2014
796,The Client,WB,92115211.0,1994
797,Blade Runner 2049,WB,92054159.0,2017
798,John Wick: Chapter Two,LG/S,92029184.0,2017
799,Star Trek: First Contact,Par.,92027888.0,1996
800,Think Like a Man,SGem,91547205.0,2012
801,Kindergarten Cop,Uni.,91457688.0,1990
802,Heaven is for Real,TriS,91443253.0,2014
803,The Haunting,DW,91411151.0,1999
804,Crimson Tide,BV,91387195.0,1995
805,Back to School,Orion,91258000.0,1986
806,Ride Along 2,Uni.,91221830.0,2016
807,The Karate Kid,Col.,91216087.0,1984
808,Stepmom,Sony,91137662.0,1998
809,The Imitation Game,Wein.,91125683.0,2014
810,Save the Last Dance,Par.,91057006.0,2001
811,The Scorpion King,Uni.,91047077.0,2002
812,Prince of Persia: The Sands of Time,BV,90759676.0,2010
813,Antz,DW,90757863.0,1998
814,Scary Movie 4,W/Dim.,90710620.0,2006
815,The Game Plan,BV,90648202.0,2007
816,"Me, Myself and Irene",Fox,90570999.0,2000
817,High School Musical 3: Senior Year,BV,90559416.0,2008
818,Tyler Perry's Madea Goes to Jail,LGF,90508336.0,2009
819,Space Cowboys,WB,90464773.0,2000
820,Space Jam,WB,90418342.0,1996
821,Get Hard,WB,90411453.0,2015
822,Trading Places,Par.,90404800.0,1983
823,Red,Sum.,90380162.0,2010
824,Planes,BV,90288712.0,2013
825,"Legally Blonde 2: Red, White and Blonde",MGM,90186328.0,2003
826,Mystic River,WB,90135191.0,2003
827,Terminator: Genisys,Par.,89760956.0,2015
828,Flightplan,BV,89707299.0,2005
829,Father of the Bride,BV,89325780.0,1991
830,The Emperor's New Groove,BV,89302687.0,2000
831,The Lone Ranger,BV,89302115.0,2013
832,Taken 3,Fox,89256424.0,2015
833,Don't Breathe,SGem,89217875.0,2016
834,Scream 3,Dim.,89143175.0,2000
835,Oblivion,Uni.,89107235.0,2013
836,The Ugly Truth,Sony,88915214.0,2009
837,Percy Jackson & The Olympians: The Lightning Thief,Fox,88768303.0,2010
838,Failure to Launch,Par.,88715192.0,2006
839,The Muppets,BV,88631237.0,2011
840,Inside Man,Uni.,88513495.0,2006
841,Waterworld,Uni.,88246220.0,1995
842,Starsky and Hutch,WB,88237754.0,2004
843,Along Came Polly,Uni.,88097164.0,2004
844,The Hand That Rocks the Cradle,BV,88036683.0,1992
845,Back to the Future Part III,Uni.,87727583.0,1990
846,Entrapment,Fox,87704396.0,1999
847,Peter Pan,Dis.,87404651.0,1953
848,Pineapple Express,Sony,87341380.0,2008
849,Miss Peregrine's Home for Peculiar Children,Fox,87242834.0,2016
850,Everest (IMAX),MFF,87178599.0,1998
851,Out of Africa,Uni.,87071205.0,1985
852,Sisters,Uni.,87044645.0,2015
853,Saw II,Lions,87039965.0,2005
854,The Naked Gun 2 1/2: The Smell of Fear,Par.,86930411.0,1991
855,The Campaign,WB,86907746.0,2012
856,The War of the Roses,Fox,86888546.0,1989
857,The Amityville Horror,AIP,86432000.0,1979
858,Presumed Innocent,WB,86303188.0,1990
859,Young Frankenstein,Fox,86273333.0,1974
860,The Accountant,WB,86260045.0,2016
861,Dumb and Dumber To,Uni.,86208010.0,2014
862,The Emoji Movie,Sony,86089513.0,2017
863,Mean Girls,Par.,86058055.0,2004
864,Annie (2014),Sony,85911262.0,2014
865,Alvin and the Chipmunks: The Road Chip,Fox,85886987.0,2015
866,Spy Kids 2: The Island of Lost Dreams,Dim.,85846429.0,2002
867,Fury (2014),Sony,85817906.0,2014
868,Pokemon: The First Movie,WB,85744662.0,1999
869,Alita: Battle Angel,Fox,85612681.0,2019
870,Real Steel,BV,85468508.0,2011
871,The SpongeBob SquarePants Movie,Par.,85417988.0,2004
872,Power Rangers (2017),LGF,85364450.0,2017
873,Brother Bear,BV,85336277.0,2003
874,Stripes,Col.,85297000.0,1981
875,Anchorman: The Legend of Ron Burgundy,DW,85288303.0,2004
876,Every Which Way But Loose,WB,85196485.0,1978
877,Rocky II,UA,85182160.0,1979
878,Aliens,Fox,85160248.0,1986
879,Open Season,Sony,85105259.0,2006
880,Green Book,Uni.,85044366.0,2018
881,The Expendables 2,LGF,85028192.0,2012
882,Dangerous Minds,BV,84919401.0,1995
883,Paranormal Activity 2,Par.,84752907.0,2010
884,The Poseidon Adventure,Fox,84563118.0,1972
885,Tammy,WB (NL),84525432.0,2014
886,The Santa Clause 3: The Escape Clause,BV,84500122.0,2006
887,Ferdinand,Fox,84410380.0,2017
888,"Crazy, Stupid, Love.",WB,84351197.0,2011
889,Annabelle,WB (NL),84273813.0,2014
890,Pinocchio,Dis.,84254167.0,1940
891,Scooby-Doo 2: Monsters Unleashed,WB,84216833.0,2004
892,Atlantis: The Lost Empire,BV,84056472.0,2001
893,Cliffhanger,TriS,84049211.0,1993
894,The Other Woman (2014),Fox,83911193.0,2014
895,The X-Files,Fox,83898313.0,1998
896,Up in the Air,Par.,83823381.0,2009
897,Steel Magnolias,TriS,83759091.0,1989
898,Wrath of the Titans,WB,83670083.0,2012
899,Insidious Chapter 2,FD,83586447.0,2013
900,Under Siege,WB,83563139.0,1992
901,Battle: Los Angeles,Sony,83552429.0,2011
902,Die Hard,Fox,83519093.0,1988
903,Immortals,Rela.,83504017.0,2011
904,I Can Only Imagine,RAtt.,83482352.0,2018
905,Apocalypse Now,MGM,83471511.0,1979
906,Airplane!,Par.,83453539.0,1980
907,Patriot Games,Par.,83351587.0,1992
908,Penguins of Madagascar,Fox,83350911.0,2014
909,Saving Mr. Banks,BV,83301580.0,2013
910,Smallfoot,WB,83240103.0,2018
911,Valkyrie,UA,83077833.0,2008
912,Brokeback Mountain,Focus,83043761.0,2005
913,Turbo,Fox,83028128.0,2013
914,Disclosure,WB,83015089.0,1994
915,Charlotte's Web (2006),Par.,82985708.0,2006
916,Monster-in-Law,NL,82931301.0,2005
917,Are We There Yet?,SonR,82674398.0,2005
918,Days of Thunder,Par.,82670733.0,1990
919,Freddy Vs. Jason,NL,82622655.0,2003
920,The Descendants,FoxS,82584160.0,2011
921,Cheaper by the Dozen 2,Fox,82571173.0,2005
922,Mr. Holland's Opus,BV,82569971.0,1995
923,Bram Stoker's Dracula,Col.,82522790.0,1992
924,Fried Green Tomatoes,Uni.,82418501.0,1991
925,Let's Be Cops,Fox,82390774.0,2014
926,Blade II,NL,82348319.0,2002
927,Beowulf,Par.,82280579.0,2007
928,Bridge to Terabithia,BV,82272442.0,2007
929,Star Trek: The Motion Picture,Par.,82258456.0,1979
930,The Pink Panther (2006),Sony,82226474.0,2006
931,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82051601.0,2016
932,The Post,Fox,81903458.0,2017
933,Jaws 2,Uni.,81766007.0,1978
934,Maze Runner: The Scorch Trials,Fox,81697192.0,2015
935,Heaven Can Wait (1978),Par.,81640278.0,1978
936,Eight Below,BV,81612565.0,2006
937,M.A.S.H.,Fox,81600000.0,1970
938,Unstoppable,Fox,81562942.0,2010
939,Payback,Par.,81526121.0,1999
940,Ted 2,Uni.,81476385.0,2015
941,The Talented Mr. Ripley,Par.,81298265.0,1999
942,School of Rock,Par.,81261177.0,2003
943,Police Academy,WB,81198894.0,1984
944,Snow Dogs,BV,81172560.0,2002
945,21,Sony,81159365.0,2008
946,While You Were Sleeping,BV,81057016.0,1995
947,Congo,Par.,81022101.0,1995
948,The Notebook,NL,81001787.0,2004
949,Jimmy Neutron: Boy Genius,Par.,80936232.0,2001
950,Alien,Fox,80931801.0,1979
951,Another 48 HRS.,Par.,80818974.0,1990
952,Moonstruck,MGM,80640528.0,1987
953,Eat Pray Love,Sony,80574010.0,2010
954,The Texas Chainsaw Massacre,NL,80571655.0,2003
955,Zookeeper,Sony,80360843.0,2011
956,Alien Vs. Predator,Fox,80282231.0,2004
957,What Happens in Vegas,Fox,80277646.0,2008
958,The Dukes of Hazzard,WB,80270227.0,2005
959,The Wedding Singer,NL,80245725.0,1998
960,Saw III,LGF,80238724.0,2006
961,The Mummy (2017),Uni.,80227895.0,2017
962,Disturbia,P/DW,80209692.0,2007
963,Nacho Libre,Par.,80197993.0,2006
964,Jumper,Fox,80172128.0,2008
965,Goosebumps,Sony,80080379.0,2015
966,Jack Reacher,Par.,80070736.0,2012
967,Cloverfield,Par.,80048433.0,2008
968,Footloose,Par.,80035402.0,1984
969,Dear John,SGem,80014842.0,2010
970,A Star Is Born (1976),WB,80000000.0,1976
971,Knowing,Sum.,79957634.0,2009
972,War Horse,BV,79884879.0,2011
973,The Golden Child,Par.,79817937.0,1986
974,Dark Shadows,WB,79727149.0,2012
975,Earthquake,Uni.,79666653.0,1974
976,Hannah Montana The Movie,BV,79576189.0,2009
977,WarGames,MGM,79567667.0,1983
978,The Day the Earth Stood Still (2008),Fox,79366978.0,2008
979,Limitless,Rela.,79249455.0,2011
980,The Purge: Election Year,Uni.,79213375.0,2016
981,Cape Fear,Uni.,79091969.0,1991
982,Star Trek II: The Wrath of Khan,Par.,78912963.0,1982
983,48 HRS.,Par.,78868508.0,1982
984,The Naked Gun: From the Files of Police Squad!,Par.,78756177.0,1988
985,Pixels,Sony,78747585.0,2015
986,City of Angels,WB,78685114.0,1998
987,The English Patient,Mira.,78676425.0,1996
988,Teenage Mutant Ninja Turtles II,NL,78656813.0,1991
989,A.I. Artificial Intelligence,WB,78616689.0,2001
990,Cocktail,BV,78222753.0,1988
991,We Were Soldiers,Par.,78122718.0,2002
992,Tower Heist,Uni.,78046570.0,2011
993,The Monuments Men,Sony,78031620.0,2014
994,Hooper,WB,78000000.0,1978
995,Man on Fire,Fox,77911774.0,2004
996,The Terminal,DW,77872883.0,2004
997,Backdraft,Uni.,77868585.0,1991
998,Gangs of New York,Mira.,77812000.0,2002
999,Free Willy,WB,77698625.0,1993
1000,The Adventures of Tintin,Par.,77591831.0,2011
1001,Philadelphia,TriS,77446440.0,1993
1002,March of the Penguins,WIP,77437223.0,2005
1003,Night School (2018),Uni.,77339130.0,2018
1004,Parental Guidance,Fox,77267296.0,2012
1005,Where the Wild Things Are,WB,77233467.0,2009
1006,The A-Team,Fox,77222099.0,2010
1007,U-571,Uni.,77122415.0,2000
1008,Alice Through the Looking Glass,BV,77041381.0,2016
1009,27 Dresses,Fox,76808654.0,2008
1010,Training Day,WB,76631907.0,2001
1011,Poltergeist,MGM,76606280.0,1982
1012,Father of the Bride Part II,BV,76594107.0,1995
1013,Romancing the Stone,Fox,76572238.0,1984
1014,Rugrats in Paris: The Movie,Par.,76507756.0,2000
1015,Star Trek III: The Search for Spock,Par.,76471046.0,1984
1016,Knight & Day,Fox,76423035.0,2010
1017,Fantasia,Dis.,76408097.0,1941
1018,Paddington,W/Dim.,76271832.0,2015
1019,The Untouchables,Par.,76270454.0,1987
1020,White Men Can't Jump,Fox,76253806.0,1992
1021,Pete's Dragon (2016),BV,76233151.0,2016
1022,The Ring Two,DW,76231249.0,2005
1023,Cocoon,Fox,76113124.0,1985
1024,Hellboy II: The Golden Army,Uni.,75986503.0,2008
1025,Conspiracy Theory,WB,75982834.0,1997
1026,Constantine,WB,75976178.0,2005
1027,The Jewel of the Nile,Fox,75973200.0,1985
1028,The Haunted Mansion,BV,75847266.0,2003
1029,The Family Man,Uni.,75793305.0,2000
1030,Barbershop,MGM,75782105.0,2002
1031,The Intern,WB,75764672.0,2015
1032,Star Trek: Generations,Par.,75671125.0,1994
1033,Contagion,WB,75658097.0,2011
1034,"You, Me and Dupree",Uni.,75628110.0,2006
1035,We Bought a Zoo,Fox,75624550.0,2011
1036,2 Guns,Uni.,75612460.0,2013
1037,Braveheart,Par.,75609945.0,1995
1038,Moneyball,Sony,75605492.0,2011
1039,The Rookie,BV,75600072.0,2002
1040,Zombieland,Sony,75590286.0,2009
1041,Old School,DW,75585093.0,2003
1042,Any Given Sunday,WB,75530832.0,1999
1043,The Last of the Mohicans,Fox,75505856.0,1992
1044,The Hitman's Bodyguard,LG/S,75468583.0,2017
1045,The Girl on the Train (2016),Uni.,75395035.0,2016
1046,The Horse Whisperer,BV,75383563.0,1998
1047,Garfield: The Movie,Fox,75369589.0,2004
1048,Ray,Uni.,75331600.0,2004
1049,Coraline,Focus,75286229.0,2009
1050,Tim Burton's The Nightmare Before Christmas,BV,75082668.0,1993
1051,The Exorcism of Emily Rose,SGem,75072454.0,2005
1052,Eragon,Fox,75030163.0,2006
1053,Star Trek VI: The Undiscovered Country,Par.,74888996.0,1991
